MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.3      1.821      2.577
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.3      2.507      6.032
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.3      3.008      6.306
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.4      0.000      0.000
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.4      0.000      0.000
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.4      3.242      5.507
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.4      1.696      1.976
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -6.4      2.801      5.578
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -6.4      0.000      0.000
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.4      1.886      2.825
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.4      1.715      2.172
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.4      3.680      6.843
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.4      3.546      6.631
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.4      3.033      6.393
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.4      3.407      5.811
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.4      3.163      5.996
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.4      2.988      6.294
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.5      2.211      2.785
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.5      1.598      2.073
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.5      3.150      7.415
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.5      1.981      2.963
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.5      0.000      0.000
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.5      1.845      2.314
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.5      3.494      6.923
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.5      3.472      6.842
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.5      2.816      3.448
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.5      2.577      3.612
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.5      2.679      6.133
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.5      2.031      2.876
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.5      1.667      2.022
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.5      2.630      5.908
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.5      2.980      6.252
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.6      2.459      3.006
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.6      2.436      5.753
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.6      2.030      5.966
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.6      2.608      3.666
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.6      0.000      0.000
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.6      0.000      0.000
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.6      2.433      3.114
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.6      2.886      3.838
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.6      0.000      0.000
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.6      2.600      6.165
MAK-UNK-7c9d1431_ligand_05_out.pdbqt:REMARK VINA RESULT:      -6.6      3.072      6.358
MAK-UNK-7c9d1431_ligand_05_out.pdbqt:REMARK VINA RESULT:      -6.6      2.822      6.407
MAK-UNK-7c9d1431_ligand_05_out.pdbqt:REMARK VINA RESULT:      -6.6      2.645      6.227
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.6      2.700      6.257
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.6      1.816      2.453
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.6      1.691      2.206
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.7      2.389      3.798
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.7      0.000      0.000
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.7      2.636      5.638
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.7      1.749      2.372
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.7      0.000      0.000
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.7      3.353      7.008
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.7      0.000      0.000
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.7      1.836      2.195
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.7      2.543      3.637
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.7      1.908      2.512
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.7      2.906      6.418
MAK-UNK-7c9d1431_ligand_05_out.pdbqt:REMARK VINA RESULT:      -6.7      2.953      6.477
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.7      2.313      3.058
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.7      1.915      2.192
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.7      1.653      1.965
MAK-UNK-7c9d1431_ligand_04_out.pdbqt:REMARK VINA RESULT:      -6.7      0.000      0.000
MAK-UNK-7c9d1431_ligand_03_out.pdbqt:REMARK VINA RESULT:      -6.7      2.680      5.894
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.7      4.034      6.660
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.7      3.537      7.490
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.7      3.494      4.420
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.8      0.000      0.000
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.8      2.552      3.846
MAK-UNK-7c9d1431_ligand_03_out.pdbqt:REMARK VINA RESULT:      -6.8      1.277      2.286
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.8      3.381      4.415
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.8      2.830      5.941
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.9      0.000      0.000
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.9      1.975      2.660
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.9      2.420      3.343
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.9      0.000      0.000
MAK-UNK-7c9d1431_ligand_05_out.pdbqt:REMARK VINA RESULT:      -6.9      2.025      2.910
MAK-UNK-7c9d1431_ligand_03_out.pdbqt:REMARK VINA RESULT:      -6.9      2.433      5.849
MAK-UNK-7c9d1431_ligand_03_out.pdbqt:REMARK VINA RESULT:      -6.9      2.287      5.547
MAK-UNK-7c9d1431_ligand_03_out.pdbqt:REMARK VINA RESULT:      -6.9      2.122      3.300
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.9      3.998      7.181
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.9      3.925      7.313
MAK-UNK-7c9d1431_ligand_02_out.pdbqt:REMARK VINA RESULT:      -6.9      3.587      6.914
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.9      2.996      6.339
MAK-UNK-7c9d1431_ligand_01_out.pdbqt:REMARK VINA RESULT:      -6.9      2.605      6.027
